FlightNo,X,Y,Z
FL12294,8414.103,5140.217,11734.15
FL12295,1931.099,1778.418,3504.305
FL12296,9808.532,6850.113,5553.869
FL12297,2730.185,2355.581,3909.66
FL12298,637.7,6362.68,578.026
FL12299,7762.406,6193.028,6675.999
FL12300,7439.623,9330.076,4480.467
FL12301,4874.445,123.221,9483.937
FL12302,6259.708,8503.875,8914.487
FL12303,2985.73,2492.352,891.399
FL12304,1685.108,4134.521,10477.694
FL12305,8531.859,2377.085,5130.918
FL12306,3887.211,4305.509,10866.919
FL12307,2356.61,6051.137,6707.906
FL12308,2303.728,6063.448,1473.076
FL12309,7815.612,3774.625,4248.586
FL12310,3367.534,7209.984,8993.685
FL12311,1854.396,5576.532,4421.608
FL12312,6574.376,5990.783,4818.133
FL12313,1162.418,4961.585,2170.439
FL12314,8404.636,2556.068,2294.628
FL12315,9246.187,6963.161,10449.707
FL12316,2188.448,7137.07,9812.237
FL12317,3992.367,2568.348,755.062
FL12318,2543.904,9872.493,9480.309
FL12319,5115.491,2612.167,485.774
FL12320,4003.709,957.86,3550.707
FL12321,8859.199,1958.616,6739.013
FL12322,4163.62,5263.265,5128.032
FL12323,8656.925,8406.068,9729.494
FL12324,638.833,4117.488,1376.342
FL12325,9245.203,4850.498,7309.174
FL12326,7910.234,4358.378,8355.238
FL12327,1573.673,2981.994,2992.437
FL12328,9909.063,2443.991,8334.841
FL12329,6704.318,3249.229,1948.441
FL12330,2211.787,1003.819,2240.158
FL12331,998.684,4712.226,8844.617
FL12332,4768.856,8954.399,6061.698
FL12333,5204.689,6984.86,8663.272
FL12334,5509.527,3852.428,9976.055
FL12335,1736.769,5847.987,3657.25
FL12336,8473.771,8628.846,6565.397
FL12337,6535.662,8735.403,955.045
FL12338,9825.395,2729.713,11038.812
FL12339,2138.642,8330.58,7340.152
FL12340,2196.98,5042.971,4699.031
FL12341,5643.131,1420.61,7810.639
FL12342,7538.773,4622.646,10624.953
FL12343,3530.784,8025.131,6600.561
FL12344,9585.723,3672.308,8408.156
FL12345,1399.332,8649.592,371.438
FL12346,6893.22,7697.569,2428.579
FL12347,7360.34,6251.855,10677.377
FL12348,6764.918,7524.046,927.957
FL12349,546.938,6145.632,2056.949
FL12350,2604.991,5307.149,3009.935
FL12351,5580.65,4431.847,8674.532
FL12352,4667.635,7296.851,9631.319
FL12353,6077.766,9913.226,2434.692
FL12354,3236.036,131.714,4024.214
FL12355,9242.81,1807.792,7088.833
FL12356,4314.545,696.322,2109.317
FL12357,6677.887,6162.755,10872.063
FL12358,1472.235,1834.131,1059.738
FL12359,2603.639,214.604,146.617
FL12360,2385.669,3912.658,3396.908
FL12361,3738.44,7333.97,1.088
FL12362,5960.844,1138.121,11616.1
FL12363,7025.63,1046.55,1474.944
FL12364,3810.513,3662.176,5803.355
FL12365,438.663,4066.355,6716.056
FL12366,3826.092,6772.092,9002.894
FL12367,1386.495,2580.548,4037.291
FL12368,1369.702,746.732,2509.41
FL12369,5307.3,109.084,6343.588
FL12370,906.236,8525.786,9457.837
FL12371,7992.897,5077.225,5183.577
FL12372,3741.023,5988.648,4464.885
FL12373,115.538,1232.491,11663.05
FL12374,2709.648,9870.08,3027.747
FL12375,8752.276,3870.228,9932.092
FL12376,9655.558,1494.94,1872.741
FL12377,5395.436,2846.974,5219.461
FL12378,3729.609,9198.348,9843.914
FL12379,3660.938,6751.328,900.519
FL12380,1332.907,4943.464,6329.914
FL12381,1836.147,119.551,11103.268
FL12382,5791.372,1999.792,1185.314
FL12383,523.702,2997.177,6108.192
FL12384,9413.0,8859.12,933.247
FL12385,1243.729,6859.514,6662.233
FL12386,5470.69,5281.533,1685.829
FL12387,8941.72,1388.01,10264.054
FL12388,3227.689,2801.872,8591.308
FL12389,5905.688,7809.948,5459.959
FL12390,9462.275,9611.259,8049.681
FL12391,5749.292,4546.378,7747.61
FL12392,1098.715,1717.805,7629.664
FL12393,9383.969,3193.853,3829.591
FL12394,3921.266,3807.378,664.418
FL12395,602.262,7821.222,488.217
FL12396,8494.309,4070.974,9347.346
FL12397,5671.054,197.236,9992.532
FL12398,652.531,1719.649,5952.396
FL12399,5030.002,7766.626,3607.991
FL12400,3857.153,8096.211,4206.109
FL12401,5048.475,6497.155,7716.39
FL12402,4832.467,1907.637,3362.029
FL12403,5852.059,2999.574,5932.571
FL12404,7255.094,808.0,8306.97
FL12405,609.346,6671.055,11442.869
FL12406,2339.273,6973.322,5033.372
FL12407,9554.81,3375.536,3224.664
FL12408,4887.771,873.194,2703.045
FL12409,5831.074,9456.856,9245.561
FL12410,9562.912,7339.985,287.39
FL12411,5830.14,1507.197,8252.309
FL12412,9846.156,7644.185,11390.173
FL12413,6519.547,5874.846,6196.76
FL12414,7646.306,5459.489,8329.357
FL12415,9813.381,6710.971,4640.885
FL12416,187.812,379.12,8415.526
FL12417,1759.716,1618.546,3747.701
FL12418,7168.616,3841.977,4708.356
FL12419,7764.276,1665.065,9862.584
FL12420,3987.731,2792.36,11650.312
FL12421,548.526,3050.621,9502.721
FL12422,4979.324,2695.551,4154.245
FL12423,6919.111,6497.771,7441.329
FL12424,8296.918,6784.455,4714.837
FL12425,2833.742,6743.782,3342.339
FL12426,2471.863,2782.482,5591.621
FL12427,4172.842,6915.725,8710.634
FL12428,1703.716,3006.054,5183.477
FL12429,5662.236,5151.515,1484.234
FL12430,2675.078,4578.449,6996.151
FL12431,5168.505,3288.485,9767.656
FL12432,8569.104,7977.767,2805.719
FL12433,9470.345,5765.931,563.212
FL12434,5770.058,4427.362,3936.564
FL12435,4702.246,9617.617,3707.985
FL12436,9385.515,1210.732,1933.287
FL12437,8321.941,1318.017,4687.363
FL12438,6656.613,2114.102,2105.632
FL12439,1058.355,8457.568,9576.971
FL12440,4378.505,5176.592,10052.34
FL12441,1409.15,5938.62,4871.335
FL12442,1625.522,8974.18,680.573
FL12443,3394.514,5479.637,415.309
FL12444,37.762,1240.63,9049.329
FL12445,3083.514,7141.553,2243.418
FL12446,642.313,1580.227,6408.395
FL12447,4053.062,7877.719,2941.913
FL12448,2591.788,8081.896,11495.9
FL12449,2364.938,3561.562,2201.915
FL12450,7080.587,583.263,8519.8
FL12451,3795.564,8286.244,2873.909
FL12452,9557.262,156.717,5818.936
FL12453,4347.197,5759.85,4120.681
FL12454,1023.51,2144.69,3448.722
FL12455,1791.022,7284.75,5258.071
FL12456,711.51,5788.872,9523.33
FL12457,985.14,3804.873,6422.997
FL12458,9348.412,9370.765,5923.063
FL12459,7435.011,3198.713,5698.179
FL12460,3683.852,3507.684,5342.468
FL12461,1256.863,4976.797,5541.042
FL12462,8075.208,8078.306,9355.369
FL12463,4095.149,2827.159,7530.63
FL12464,7742.53,9020.17,8401.046
FL12465,2793.61,7272.69,190.041
FL12466,4843.514,4968.86,11753.148
FL12467,9331.794,4106.541,7945.151
FL12468,9154.951,4868.493,7430.063
FL12469,1230.906,3579.885,11538.523
FL12470,9652.317,9648.381,1297.179
FL12471,7394.436,1008.931,6803.369
FL12472,2392.471,5360.03,11369.276
FL12473,2495.598,6715.929,11748.89
FL12474,649.149,8226.178,1090.511
FL12475,6675.614,8591.777,8494.334
FL12476,8408.87,7727.139,3882.2
FL12477,4975.325,3409.61,8668.714
FL12478,5617.803,4654.467,10725.582
FL12479,1492.013,9246.963,4044.83
FL12480,9554.114,4044.018,7304.094
FL12481,2353.051,6943.215,8712.002
FL12482,8684.307,4887.974,9758.238
FL12483,7753.703,3130.996,5168.815
FL12484,3547.772,4950.946,4779.994
FL12485,9191.072,7635.546,5855.932
FL12486,578.811,1705.037,8911.979
FL12487,4151.742,3449.631,8069.578
FL12488,5375.024,5902.933,3385.759
FL12489,7967.36,9512.756,11324.838
FL12490,8505.934,5994.842,6072.177
FL12491,5298.554,4838.734,10904.528
FL12492,8553.398,7492.541,7230.258
FL12493,7704.653,425.4,8439.817
FL12494,3844.664,5769.281,5047.329
FL12495,3265.323,2276.538,8958.441
FL12496,9643.146,8553.728,1908.852
FL12497,49.529,6054.964,1355.371
FL12498,4847.32,2596.809,6538.533
FL12499,5498.258,2545.91,7005.26
FL12500,1584.066,7955.803,2900.213
FL12501,8951.795,74.569,4058.33
FL12502,2035.628,7811.4,11174.732
FL12503,887.154,7043.222,4414.105
FL12504,7989.412,702.069,6515.976
FL12505,5998.4,5667.525,2819.178
FL12506,5316.082,524.903,9459.955
FL12507,5846.204,9856.042,11889.08
FL12508,2157.555,1780.465,3213.405
FL12509,3298.817,6413.976,2909.952
FL12510,5266.6,1785.59,3686.307
FL12511,1688.283,4376.81,11283.53
FL12512,9554.621,5289.481,1392.706
FL12513,6417.107,2510.745,3054.471
FL12514,1988.985,1132.005,3321.457
FL12515,1923.228,4582.786,507.131
FL12516,1338.615,7881.286,1139.025
FL12517,1839.096,7691.182,270.878
FL12518,6757.2,2773.502,1390.263
FL12519,7753.457,2346.892,6346.141
FL12520,6884.188,6464.649,107.135
FL12521,5299.406,4108.24,3185.325
FL12522,569.253,9446.162,6451.616
FL12523,8228.417,8453.327,1222.005
FL12524,3103.832,9722.453,10560.557
FL12525,4694.463,7869.639,9194.451
FL12526,2633.082,9489.435,9379.406
FL12527,4198.77,7896.125,5302.533
FL12528,3204.537,9825.922,731.769
FL12529,9998.116,9744.828,9275.344
FL12530,3315.953,2707.742,10506.885
FL12531,9969.309,7298.681,5390.364
FL12532,6701.727,3241.477,3104.989
FL12533,3782.249,3186.263,1128.349
FL12534,8423.792,9451.382,2785.53
FL12535,3031.906,1276.289,7950.815
FL12536,619.253,1525.174,191.517
FL12537,358.459,3814.577,1123.961
FL12538,9031.504,2082.35,10932.114
FL12539,7149.802,2443.72,2084.661
FL12540,8132.585,6837.549,4930.83
FL12541,9975.082,406.898,7039.099
FL12542,9923.713,9941.366,2585.668
FL12543,7990.052,8896.492,9094.64
FL12544,3028.258,6371.905,3148.047
FL12545,4928.155,5298.922,11580.708
FL12546,4515.305,3429.793,1257.423
FL12547,2734.793,6684.403,10330.395
FL12548,2143.767,6866.472,9038.177
FL12549,6911.102,6230.346,9004.384
FL12550,2673.117,5314.117,3564.467
FL12551,1948.578,188.825,2733.322
FL12552,5212.728,7273.936,11748.147
FL12553,4973.199,8142.146,8411.522
FL12554,2826.152,2487.226,7183.096
FL12555,3711.283,2398.112,3620.134
FL12556,1524.078,8714.981,4559.135
FL12557,3172.912,7587.481,6730.478
FL12558,2646.395,3975.002,8918.691
FL12559,2644.339,26.54,7651.511
FL12560,6360.438,902.072,5801.97
FL12561,2525.812,2962.73,4080.961
FL12562,8328.182,2090.58,11363.802
FL12563,4725.112,8944.271,5809.318
FL12564,7083.778,8072.856,275.211
FL12565,1950.474,8399.141,11089.185
FL12566,6521.049,4167.695,11607.576
FL12567,7627.944,1287.389,2337.265
FL12568,1010.11,7938.787,2116.49
FL12569,6431.649,540.228,4530.762
FL12570,8988.03,2221.171,9542.121
FL12571,8295.83,8912.392,6798.505
FL12572,7785.603,5232.254,7292.73
FL12573,9590.616,8697.076,1867.358
FL12574,1295.898,6500.428,4475.588
FL12575,6533.915,7266.91,519.244
FL12576,3186.142,8649.722,6152.903
FL12577,2493.45,323.637,2314.158
FL12578,7786.63,6583.398,3132.866
FL12579,3930.741,773.224,907.706
FL12580,6178.159,1672.114,3169.446
FL12581,4245.536,8708.899,655.871
FL12582,6541.903,4637.054,9500.675
FL12583,9733.16,597.955,2142.875
FL12584,6686.339,7757.675,9662.663
FL12585,4761.185,7038.923,6399.163
FL12586,4103.169,7078.702,10259.606
FL12587,9491.998,8134.017,2154.487
FL12588,3861.209,6284.948,10245.013
FL12589,8344.733,1138.773,11352.296
FL12590,653.389,6897.841,1627.72
FL12591,2507.666,9242.639,7107.017
FL12592,5521.829,6133.969,3939.807
FL12593,7277.764,6057.261,519.143
FL12594,8385.634,7150.289,4474.408
FL12595,1100.823,550.506,5135.233
FL12596,7502.479,8773.628,5269.033
FL12597,9422.78,2851.441,5211.787
FL12598,5226.799,695.724,7553.417
FL12599,9241.558,4510.936,7800.803
FL12600,7070.795,1246.381,3385.807
FL12601,134.164,384.75,6434.472
FL12602,9731.737,8995.663,11037.466
FL12603,7466.323,993.04,9083.992
FL12604,7789.895,8036.877,5263.492
FL12605,2263.255,2083.162,612.702
FL12606,393.923,8241.825,8958.369
FL12607,6004.091,5361.806,6187.225
FL12608,9908.473,3407.521,2513.255
FL12609,7948.399,3232.303,4255.793
FL12610,2017.23,2586.393,6043.586
FL12611,8902.724,6371.077,2476.71
FL12612,7099.968,3671.33,9464.037
FL12613,4912.942,6107.665,4500.566
FL12614,4702.257,5013.444,149.618
FL12615,2301.266,3127.125,4788.439
FL12616,9151.101,7592.289,6025.641
FL12617,6224.063,7204.874,10411.829
FL12618,5892.938,9478.819,717.629
FL12619,9884.486,3773.812,741.813
FL12620,224.216,9249.62,4729.434
FL12621,4287.068,5634.874,9080.033
FL12622,6721.855,717.078,5540.223
FL12623,5981.975,3748.136,5236.408
FL12624,2892.662,3035.347,2205.439
FL12625,2218.596,606.322,6639.768
FL12626,979.481,6086.497,11020.458
FL12627,826.607,3742.059,788.025
FL12628,7785.488,3676.02,9653.704
FL12629,1144.154,4356.821,5879.326
FL12630,7848.491,690.168,5592.608
FL12631,5428.319,9669.389,3390.795
FL12632,2827.978,7763.415,10041.84
FL12633,1811.249,3080.658,3724.093
FL12634,723.23,1600.137,2997.706
FL12635,1749.358,6687.594,5250.802
FL12636,3532.615,7205.038,4092.708
FL12637,1844.733,4458.633,634.317
FL12638,1887.405,6265.694,11050.575
FL12639,6598.418,4441.776,1755.581
FL12640,405.729,822.524,6441.31
FL12641,4546.894,1320.189,11428.799
FL12642,3866.106,447.999,5983.967
FL12643,9934.905,3899.069,7290.621
FL12644,5805.712,1171.855,7140.399
FL12645,1409.546,5247.873,10508.389
FL12646,2522.396,6842.858,3717.04
FL12647,1702.174,5132.931,4448.256
FL12648,6783.727,5950.242,7030.904
FL12649,8899.862,1393.661,2714.641
FL12650,1327.792,3854.004,2188.863
FL12651,1892.828,2819.87,81.377
FL12652,3377.237,5285.164,2636.053
FL12653,946.748,6571.353,11215.753
FL12654,4788.111,2360.704,2099.647
FL12655,6791.5,6873.285,7910.268
FL12656,856.995,614.176,9578.768
FL12657,4020.935,3726.567,359.877
FL12658,8817.753,5777.184,6225.22
FL12659,4709.002,7910.934,4382.026
FL12660,5396.557,2613.701,1434.777
FL12661,9243.843,7364.106,163.859
FL12662,2539.903,8520.089,3769.876
FL12663,8747.723,9829.161,4616.661
FL12664,6372.183,5387.903,242.737
FL12665,9114.125,2755.554,9729.87
FL12666,9770.236,7346.806,6620.958
FL12667,965.339,3277.908,5585.522
FL12668,2704.435,9107.438,9808.638
FL12669,4544.145,2882.231,7907.388
FL12670,4548.018,7726.575,4141.288
FL12671,5324.89,8539.697,4378.834
FL12672,7695.615,5378.028,1035.529
FL12673,2743.059,8358.619,8134.107
FL12674,8290.321,4534.406,5672.047
FL12675,2016.934,2452.428,5475.944
FL12676,6082.222,5364.253,7305.591
FL12677,5966.125,7043.288,2510.304
FL12678,2050.581,3253.66,9756.375
FL12679,4657.919,4279.873,2051.734
FL12680,2110.789,3978.676,9463.989
FL12681,7401.34,9383.653,11728.681
FL12682,1938.051,8597.393,8639.55
FL12683,1568.658,7155.413,9541.886
FL12684,2940.239,6447.818,8697.372
FL12685,5577.091,8669.63,11236.375
FL12686,8001.21,7487.369,8622.327
FL12687,4445.711,9413.165,5512.257
FL12688,7537.367,6966.914,3724.881
FL12689,8984.253,8813.162,6435.534
FL12690,177.44,7929.881,9151.904
FL12691,3195.567,7863.131,3818.875
FL12692,216.15,5839.013,720.935
FL12693,1711.651,5227.31,6493.174
FL12694,2073.785,6916.359,6606.918
FL12695,1938.469,450.934,10798.23
FL12696,8166.748,3961.25,11700.697
FL12697,7287.186,693.483,2207.829
FL12698,8827.548,5829.233,2790.791
FL12699,9199.508,612.497,11749.01
FL12700,4680.849,3644.379,5731.768
FL12701,28.224,7106.22,8821.0
FL12702,7440.988,2773.223,3201.529
FL12703,9246.594,9801.001,6680.555
FL12704,6580.831,8928.477,10470.709
FL12705,2175.444,9952.357,3816.466
FL12706,1174.515,956.117,933.463
FL12707,8695.18,679.79,8473.493
FL12708,2979.154,998.941,7639.805
FL12709,7840.866,4626.044,721.985
FL12710,6577.092,6075.776,45.967
FL12711,7422.449,1594.598,1868.155
FL12712,2484.412,4138.504,5560.677
FL12713,3752.423,8563.593,6111.279
FL12714,3200.263,3926.554,7059.953
FL12715,5777.857,8573.215,1858.024
FL12716,7199.103,3256.34,1601.677
FL12717,7708.35,6310.343,6057.918
FL12718,817.921,2522.303,6345.285
FL12719,5679.804,3898.908,11914.865
FL12720,5471.784,7564.439,3542.739
FL12721,8604.881,9290.398,869.772
FL12722,1926.464,1531.15,744.787
FL12723,8487.478,8576.653,3359.132
FL12724,6698.065,6551.009,2375.862
FL12725,9701.912,5048.059,2584.162
FL12726,1160.254,1998.479,81.804
FL12727,3012.725,9378.167,6455.73
FL12728,8604.343,5083.461,2263.098
FL12729,779.438,5431.438,11515.841
FL12730,8170.419,8944.69,6549.133
FL12731,5695.643,3802.622,10442.566
FL12732,8535.405,3910.305,11198.959
FL12733,5391.437,4309.656,9144.113
FL12734,2848.292,3395.986,10896.521
FL12735,6272.634,9007.973,4951.907
FL12736,6807.449,7204.771,9152.677
FL12737,7898.263,3928.467,5197.194
FL12738,2764.728,6138.771,9309.663
FL12739,9228.18,7347.253,1959.432
FL12740,1921.845,2780.442,6959.259
FL12741,9454.489,127.364,7102.11
FL12742,4553.425,8880.952,386.496
FL12743,372.822,2413.737,4875.378
FL12744,471.861,3829.758,11424.486
FL12745,6731.766,5895.329,8228.562
FL12746,5854.194,6321.446,10527.882
FL12747,3003.42,5530.994,6443.074
FL12748,3838.674,8923.275,655.212
FL12749,1832.29,3876.162,5822.664
FL12750,8833.654,854.744,112.112
FL12751,6833.731,4031.909,10263.895
FL12752,8048.907,501.452,9552.066
FL12753,1495.137,1110.321,8614.098
FL12754,2411.484,9954.354,10881.359
FL12755,7058.304,6521.453,8906.507
FL12756,4165.026,6312.411,10744.366
FL12757,4732.711,34.325,3635.622
FL12758,6338.834,5725.949,2710.707
FL12759,8601.939,1777.295,3144.227
FL12760,599.572,1125.825,2947.263
FL12761,4071.266,8644.042,8248.065
FL12762,9109.94,1818.582,7752.57
FL12763,5250.213,1719.627,8952.328
FL12764,3609.081,7295.583,1448.54
FL12765,7862.082,3693.152,8054.381
FL12766,3862.775,8454.81,10542.34
FL12767,5072.475,699.99,274.836
FL12768,3329.166,7302.322,11491.527
FL12769,7262.437,643.893,149.825
FL12770,5022.693,1207.135,2218.117
FL12771,5749.025,2284.642,8764.274
FL12772,2273.822,3818.779,10572.418
FL12773,6703.089,3812.268,8212.09
FL12774,959.788,6382.779,1179.862
FL12775,3916.906,4684.688,2494.006
FL12776,2397.49,5700.659,479.631
FL12777,6057.829,5275.224,11064.879
FL12778,1600.867,6348.922,1523.606
FL12779,9289.871,3264.804,252.995
FL12780,3595.561,3915.249,5870.851
FL12781,3493.185,6027.684,3458.799
FL12782,4952.061,1460.385,2157.97
FL12783,392.269,1930.557,11611.71
FL12784,1638.652,1322.613,5349.536
FL12785,1610.503,1028.546,11363.432
FL12786,1630.434,9603.996,4578.255
FL12787,8113.968,4927.987,5758.954
FL12788,1872.27,400.03,4649.921
FL12789,9842.941,3832.967,9770.921
FL12790,306.783,2616.231,7106.565
FL12791,2785.214,1449.009,10706.634
FL12792,5577.738,7365.896,2898.036
FL12793,8328.665,957.309,2847.601
FL12794,7410.767,4041.072,1562.798
FL12795,1669.149,5278.758,2312.971
FL12796,5066.118,4616.472,6406.302
FL12797,6614.961,761.091,1975.846
FL12798,6757.058,6373.674,592.508
FL12799,6534.937,8813.9,4252.105
FL12800,2379.133,5776.622,9641.116
FL12801,2838.614,1406.847,9142.181
FL12802,1188.69,8896.469,10866.867
FL12803,3521.89,8402.133,7814.883
FL12804,5058.024,4687.221,910.461
FL12805,6211.575,3152.757,2686.86
FL12806,9176.58,9181.725,3327.278
FL12807,7554.904,5211.629,10114.01
FL12808,9704.042,2010.865,8005.797
FL12809,7918.046,1283.925,5818.22
FL12810,2462.962,751.723,6130.943
FL12811,2930.105,1351.99,11912.745
FL12812,2661.934,1827.793,6628.932
FL12813,3224.984,8708.571,910.191
FL12814,3017.888,6604.767,8177.676
FL12815,5308.21,9699.274,1422.557
FL12816,9134.47,5148.39,5112.668
FL12817,8500.074,1256.045,8550.833
FL12818,4897.462,6697.181,8314.507
FL12819,7789.97,54.938,2529.271
FL12820,4701.903,5348.766,5245.055
FL12821,1843.917,5609.689,10410.455
FL12822,3200.954,8783.088,2858.614
FL12823,5036.519,8793.042,9936.199
FL12824,941.139,6577.023,819.405
FL12825,8335.393,1613.979,10962.63
FL12826,3604.565,2856.155,5070.885
FL12827,7061.644,6377.158,895.284
FL12828,7954.557,4803.682,3908.056
FL12829,8579.995,9521.694,4809.106
FL12830,2841.408,5167.075,354.616
FL12831,9077.995,7293.636,6856.534
FL12832,8904.497,7016.667,8792.189
FL12833,7356.562,2813.443,5794.211
FL12834,8143.199,7776.751,508.9
FL12835,5241.189,1512.53,2840.322
FL12836,7180.002,4049.796,6128.957
FL12837,1475.496,2296.98,6025.687
FL12838,9568.274,7592.671,3455.501
FL12839,8110.327,7454.978,8989.246
FL12840,8420.412,5615.766,2037.06
FL12841,4002.209,3346.022,6335.379
FL12842,9378.445,6030.459,3747.424
FL12843,7910.721,4338.976,9545.317
FL12844,9214.382,7465.438,5727.685
FL12845,914.769,144.576,4028.095
FL12846,6673.944,1850.739,3157.816
FL12847,8097.179,6001.531,7282.815
FL12848,2225.042,8238.097,9228.364
FL12849,573.752,361.565,7614.352
FL12850,6795.674,2226.272,8076.223
FL12851,8559.578,1921.638,2174.009
FL12852,3523.005,1314.492,7527.586
FL12853,8994.859,148.763,3006.971
FL12854,1312.971,1184.367,4438.424
FL12855,4026.331,9615.485,6427.142
FL12856,8807.137,3188.766,2805.575
FL12857,1179.386,3765.084,916.845
FL12858,3653.928,133.201,4699.3
FL12859,4682.701,2974.666,8923.314
FL12860,551.963,2614.594,1392.332
FL12861,5338.562,784.329,8936.386
FL12862,7774.703,56.48,8127.004
FL12863,1391.737,5591.253,9580.397
FL12864,3171.233,9279.219,3551.677
FL12865,3176.981,628.228,3017.776
FL12866,4771.067,4265.085,1435.737
FL12867,4240.522,289.647,7779.14
FL12868,9706.673,6819.329,2496.248
FL12869,1654.71,4054.227,9135.59
FL12870,204.103,6076.648,2031.188
FL12871,5197.798,9305.775,4398.198
FL12872,5956.228,2309.856,2583.709
FL12873,657.083,1316.966,11656.466
FL12874,3161.87,6193.321,4914.136
FL12875,5364.322,2902.133,10703.24
FL12876,1783.745,4775.639,1776.319
FL12877,9143.124,3373.705,5120.428
FL12878,3546.903,4087.158,1190.424
FL12879,9094.127,6822.767,10236.542
FL12880,5852.624,889.062,923.933
FL12881,2050.391,8043.357,4444.211
FL12882,3606.34,8534.102,2908.842
FL12883,4471.058,4733.186,6651.486
FL12884,8324.565,539.424,8236.222
FL12885,6776.584,3049.013,5833.37
FL12886,9751.892,7206.863,9130.055
FL12887,4877.246,5603.43,3715.459
FL12888,6185.386,9757.201,5082.053
FL12889,2610.163,3329.601,3832.949
FL12890,1752.398,5881.662,11803.236
FL12891,2647.279,7469.315,6408.537
FL12892,9282.291,9298.289,371.504
FL12893,7809.367,978.584,9740.755
FL12894,204.592,5703.014,5063.548
FL12895,8172.681,2555.154,11810.745
FL12896,6398.449,6016.228,5412.741
FL12897,7867.357,4969.138,2354.736
FL12898,4093.574,5171.176,577.318
FL12899,7792.112,8522.26,7694.834
FL12900,8601.807,7742.947,6038.091
FL12901,1.524,4592.08,2426.023
FL12902,5837.936,4608.174,2661.117
FL12903,156.768,9010.716,6776.57
FL12904,6916.74,3591.879,6358.035
FL12905,521.756,6553.077,11267.127
FL12906,6899.895,8491.138,2160.928
FL12907,6746.568,7580.957,2847.09
FL12908,9925.883,73.226,9165.956
FL12909,7184.844,6808.231,7641.739
FL12910,4717.122,4460.292,10849.587
FL12911,5880.928,2711.427,3726.786
FL12912,6258.537,1257.193,7301.535
FL12913,3446.632,7304.068,256.996
FL12914,6671.148,5830.335,8212.411
FL12915,1295.512,2909.593,6530.152
FL12916,642.609,8343.928,11771.565
FL12917,1207.95,5279.688,8428.653
FL12918,7528.913,5714.882,6195.329
FL12919,5194.522,5507.662,11468.625
FL12920,7394.359,5116.465,2437.209
FL12921,882.566,3434.393,7617.247
FL12922,4591.578,8369.128,6697.879
FL12923,4796.653,5563.419,4219.941
FL12924,2356.056,7115.701,6542.222
FL12925,4988.568,9306.774,6061.095
FL12926,9279.969,6429.345,7312.924
FL12927,5580.045,4528.725,1735.288
FL12928,2978.092,5925.749,9437.724
FL12929,828.257,8547.401,4142.245
FL12930,9068.085,3083.232,10732.128
FL12931,4280.361,7672.974,6066.099
FL12932,6902.912,3318.425,5883.728
FL12933,4808.494,4184.996,4538.088
FL12934,1847.413,7420.409,792.849
FL12935,3593.353,9276.926,10390.208
FL12936,457.763,6483.524,9331.424
FL12937,8570.907,5079.227,4056.664
FL12938,2154.33,5887.252,378.035
FL12939,7440.527,9515.411,6408.761
FL12940,2499.331,6698.163,564.088
FL12941,1184.241,9404.371,4947.977
FL12942,6331.239,9281.74,8491.888
FL12943,7103.455,1220.6,6728.069
FL12944,770.732,4193.38,6957.775
FL12945,8057.304,9137.039,6802.462
FL12946,1051.491,1544.145,11539.259
FL12947,9106.551,3881.349,4876.339
FL12948,5542.373,6212.463,5118.33
FL12949,9078.805,7790.859,3432.061
FL12950,4739.024,7196.981,9313.221
FL12951,8247.367,5109.702,2376.383
FL12952,2803.172,7311.912,1922.17
FL12953,3383.337,2334.005,8859.66
FL12954,4096.075,4159.897,5630.887
FL12955,1503.104,1054.874,5944.423
FL12956,9772.508,361.401,2752.8
FL12957,4576.641,417.781,9050.245
FL12958,4162.608,151.356,2207.56
FL12959,6555.044,3256.14,4928.357
FL12960,3767.316,5807.853,367.221
FL12961,9646.509,4642.024,8243.706
FL12962,5154.575,6317.238,9372.742
FL12963,4046.462,622.645,8359.981
FL12964,1150.353,865.617,46.996
FL12965,8019.121,6465.297,204.992
FL12966,5262.591,4260.951,5415.456
FL12967,2645.9,9944.117,4924.045
FL12968,6903.201,101.059,6515.927
FL12969,6572.87,8641.358,1640.759
FL12970,2337.706,4301.751,10301.529
FL12971,5324.249,5033.051,1613.359
FL12972,8140.587,7108.401,7679.341
FL12973,3715.244,8007.119,8595.726
FL12974,4664.79,3614.522,398.463
FL12975,1394.137,9399.936,7625.854
FL12976,535.054,2755.731,3096.949
FL12977,299.455,1073.304,7971.416
FL12978,8073.242,5299.324,7381.924
FL12979,5371.914,7991.047,1705.313
FL12980,5993.304,7287.257,11187.34
FL12981,198.104,2173.807,3124.474
FL12982,9550.337,693.66,2909.144
FL12983,8039.586,1198.634,9676.306
FL12984,8009.288,2434.684,3584.385
FL12985,8958.296,5086.972,5628.095
FL12986,6443.864,21.397,8265.489
FL12987,6683.148,5266.479,3830.418
FL12988,7237.12,8618.116,9188.378
FL12989,6240.22,5853.399,10984.998
FL12990,4913.519,8052.425,4565.77
FL12991,6356.573,5786.9,7251.267
FL12992,5319.924,9120.573,7565.264
FL12993,7283.793,4651.688,2484.481
FL12994,1879.44,2905.606,11261.34
FL12995,7262.04,6532.595,11771.436
FL12996,647.471,2929.091,8056.262
FL12997,6522.442,3420.217,307.597
FL12998,810.037,6094.224,5612.603
FL12999,2652.149,2115.293,6810.306
FL13000,2021.379,6912.966,11237.414
FL13001,2665.726,4082.716,11960.885
FL13002,8761.749,7603.741,9297.604
